perturbation_gene	Gene	PValue	padj	logFC	logCPM	LR	cell type	perturbation	perturbation_gene_idx	Gene_raw	_Gene_resolution
Nr2f1	Tpd52	0.001597226	0.047827919	-1.262274195	6.164069028	9.962942194	Excit_L6CT_CTX	Nr2f1_2	2	Tpd52	passed_through
Nr2f1	Fndc3b	1.75E-06	0.001424705	-4.095821621	5.275820585	22.84679285	Excit_L6CT_CTX	Nr2f1_2	2	Fndc3b	passed_through
Nr2f1	Trpc3	0.000230512	0.01662147	2.186714907	5.621942178	13.56443433	Excit_L6CT_CTX	Nr2f1_2	2	Trpc3	passed_through
Nr2f1	Intu	0.000671491	0.029635633	-15.9935272	3.761273973	11.56654361	Excit_L6CT_CTX	Nr2f1_2	2	Intu	passed_through
Nr2f1	Hspa4l	0.000819756	0.033502663	0.997857188	6.723077506	11.19596131	Excit_L6CT_CTX	Nr2f1_2	2	Hspa4l	passed_through
Nr2f1	Maml3	3.41E-05	0.007165154	1.813203094	6.47253569	17.17345925	Excit_L6CT_CTX	Nr2f1_2	2	Maml3	passed_through
Nr2f1	Alg5	5.75E-06	0.00244196	2.512606478	6.055761391	20.5701115	Excit_L6CT_CTX	Nr2f1_2	2	Alg5	passed_through
Nr2f1	Gpr149	0.000134437	0.012278286	7.436225466	4.530116324	14.57853454	Excit_L6CT_CTX	Nr2f1_2	2	Gpr149	passed_through
Nr2f1	E130311K13Rik	0.000941711	0.03595919	-2.830771484	5.170217693	10.93880084	Excit_L6CT_CTX	Nr2f1_2	2	E130311K13Rik	passed_through
Nr2f1	Ift80	0.000712158	0.030331464	7.31469395	4.136286684	11.45724459	Excit_L6CT_CTX	Nr2f1_2	2	Ift80	passed_through
Nr2f1	Nmd3	1.83E-05	0.005739998	2.189121495	5.777015967	18.35843123	Excit_L6CT_CTX	Nr2f1_2	2	Nmd3	passed_through
Nr2f1	Kirrel1	0.000120353	0.01205509	-9.562794202	3.583173361	14.78714686	Excit_L6CT_CTX	Nr2f1_2	2	Kirrel	passed_through
Nr2f1	Msto1	0.00103094	0.037993956	1.987816069	6.020103827	10.77115828	Excit_L6CT_CTX	Nr2f1_2	2	Msto1	passed_through
Nr2f1	Cdc42se1	0.000419954	0.023035711	-1.713720798	5.790331023	12.44125259	Excit_L6CT_CTX	Nr2f1_2	2	Cdc42se1	passed_through
Nr2f1	Ankrd35	0.001439231	0.045536565	-5.782933735	3.897449809	10.15483772	Excit_L6CT_CTX	Nr2f1_2	2	Ankrd35	passed_through
Nr2f1	Notch2	0.000114286	0.011898413	-14.43586859	3.628084077	14.88470742	Excit_L6CT_CTX	Nr2f1_2	2	Notch2	passed_through
Nr2f1	Csde1	0.000110246	0.011893073	0.648822527	7.415118935	14.952608	Excit_L6CT_CTX	Nr2f1_2	2	Csde1	passed_through
Nr2f1	Phtf1	0.000480241	0.023779748	-1.233022443	6.215898559	12.19086458	Excit_L6CT_CTX	Nr2f1_2	2	Phtf1	passed_through
Nr2f1	Slc16a1	3.72E-05	0.007329898	-7.897837283	4.337800446	17.01075316	Excit_L6CT_CTX	Nr2f1_2	2	Slc16a1	passed_through
Nr2f1	Gstm1	2.88E-07	0.000438735	2.34611488	6.092144221	26.32758249	Excit_L6CT_CTX	Nr2f1_2	2	Gstm1	passed_through
Nr2f1	Snx7	0.000444967	0.02316302	-7.965530756	4.097212201	12.33322378	Excit_L6CT_CTX	Nr2f1_2	2	Snx7	passed_through
Nr2f1	Dpyd	0.000114045	0.011898413	-2.968525939	4.968717031	14.8886931	Excit_L6CT_CTX	Nr2f1_2	2	Dpyd	passed_through
Nr2f1	Dnttip2	0.000615699	0.028089251	2.557959956	5.523091466	11.72790382	Excit_L6CT_CTX	Nr2f1_2	2	Dnttip2	passed_through
Nr2f1	Ndst3	4.15E-05	0.007329898	-8.81727241	4.555630304	16.80057839	Excit_L6CT_CTX	Nr2f1_2	2	Ndst3	passed_through
Nr2f1	Manba	0.000473736	0.023731307	14.88539012	3.356171759	12.21630669	Excit_L6CT_CTX	Nr2f1_2	2	Manba	passed_through
Nr2f1	Eif4e	0.000411287	0.02287622	-0.646848263	7.354620014	12.4802033	Excit_L6CT_CTX	Nr2f1_2	2	Eif4e	passed_through
Nr2f1	Ssx2ip	0.000423867	0.023035711	0.590647188	7.49806084	12.42393201	Excit_L6CT_CTX	Nr2f1_2	2	Ssx2ip	passed_through
Nr2f1	Slc44a5	0.000283004	0.018063956	2.193639278	5.579334355	13.17965782	Excit_L6CT_CTX	Nr2f1_2	2	Slc44a5	passed_through
Nr2f1	Tmem68	0.00028343	0.018063956	-1.219918544	6.445083061	13.17684029	Excit_L6CT_CTX	Nr2f1_2	2	Tmem68	passed_through
Nr2f1	Nkain3	0.000108346	0.011889806	1.05052579	6.656746008	14.98539516	Excit_L6CT_CTX	Nr2f1_2	2	Nkain3	passed_through
Nr2f1	Ccl27a	2.26E-05	0.005939205	0.903468607	7.222359038	17.9533176	Excit_L6CT_CTX	Nr2f1_2	2	Ccl27a	passed_through
Nr2f1	Shb	0.000236001	0.01662147	-2.233648385	5.171545526	13.52026914	Excit_L6CT_CTX	Nr2f1_2	2	Shb	passed_through
Nr2f1	Aldh1b1	0.000762877	0.031899516	-1.291863785	6.062701531	11.32944391	Excit_L6CT_CTX	Nr2f1_2	2	Aldh1b1	passed_through
Nr2f1	Klf4	0.000743544	0.031231432	-7.500126034	4.132607805	11.37711662	Excit_L6CT_CTX	Nr2f1_2	2	Klf4	passed_through
Nr2f1	Echdc2	3.25E-10	1.98E-06	3.096519053	6.583954078	39.52098779	Excit_L6CT_CTX	Nr2f1_2	2	Echdc2	passed_through
Nr2f1	Mknk1	2.32E-05	0.005939205	7.698877715	5.076985574	17.90675692	Excit_L6CT_CTX	Nr2f1_2	2	Mknk1	passed_through
Nr2f1	P3h1	0.000593604	0.027442137	-8.134329073	3.870132882	11.79592788	Excit_L6CT_CTX	Nr2f1_2	2	P3h1	passed_through
Nr2f1	Exo5	4.71E-05	0.00747916	7.441837292	4.324762856	16.5628382	Excit_L6CT_CTX	Nr2f1_2	2	Exo5	passed_through
Nr2f1	Cap1	0.000293143	0.018382384	0.833364812	7.041301022	13.11371014	Excit_L6CT_CTX	Nr2f1_2	2	Cap1	passed_through
Nr2f1	Hpca	0.000159399	0.013673537	-0.590648194	7.787678099	14.25779505	Excit_L6CT_CTX	Nr2f1_2	2	Hpca	passed_through
Nr2f1	Pef1	0.000382052	0.021645494	-1.446177562	6.170447144	12.61798731	Excit_L6CT_CTX	Nr2f1_2	2	Pef1	passed_through
Nr2f1	Rcc1	7.00E-05	0.009169728	3.725799542	4.863734159	15.81059393	Excit_L6CT_CTX	Nr2f1_2	2	Rcc1	passed_through
Nr2f1	Pdik1l	0.001147556	0.040634835	-1.795501709	5.558221762	10.57293107	Excit_L6CT_CTX	Nr2f1_2	2	Pdik1l	passed_through
Nr2f1	Paqr7	1.34E-06	0.001184931	-6.0317206	5.497768845	23.36658662	Excit_L6CT_CTX	Nr2f1_2	2	Paqr7	passed_through
Nr2f1	Ddost	0.000150175	0.013174391	-0.649449537	7.55419909	14.3700073	Excit_L6CT_CTX	Nr2f1_2	2	Ddost	passed_through
Nr2f1	Nbl1	2.90E-06	0.001763753	7.156538704	4.881238689	21.88431844	Excit_L6CT_CTX	Nr2f1_2	2	Nbl1	passed_through
Nr2f1	Slc66a1	0.000133159	0.012278286	8.787651704	4.260982491	14.59653216	Excit_L6CT_CTX	Nr2f1_2	2	Pqlc2	passed_through
Nr2f1	Gm13031	0.000284729	0.018063956	9.865945311	3.293352431	13.16827559	Excit_L6CT_CTX	Nr2f1_2	2	Gm13031	passed_through
Nr2f1	Dhrs3	7.60E-08	0.00015426	4.237892436	5.531329012	28.90582445	Excit_L6CT_CTX	Nr2f1_2	2	Dhrs3	passed_through
Nr2f1	Miip	0.000978296	0.036554046	-3.499814467	4.629002875	10.8682001	Excit_L6CT_CTX	Nr2f1_2	2	Miip	passed_through
Nr2f1	Gm10563	0.000145451	0.013027512	-10.0810116	3.832983304	14.43019659	Excit_L6CT_CTX	Nr2f1_2	2	Gm10563	passed_through
Nr2f1	Cldn12	3.32E-06	0.001775849	10.53055383	4.553051085	21.6215871	Excit_L6CT_CTX	Nr2f1_2	2	Cldn12	passed_through
Nr2f1	Steap2	6.00E-05	0.008490893	21.64609434	3.538297566	16.10215812	Excit_L6CT_CTX	Nr2f1_2	2	Steap2	passed_through
Nr2f1	Sema3e	0.001459991	0.046072937	-1.766972202	5.754267874	10.12843738	Excit_L6CT_CTX	Nr2f1_2	2	Sema3e	passed_through
Nr2f1	1500035N22Rik	0.000291318	0.018382384	-2.240875834	5.479514153	13.12540665	Excit_L6CT_CTX	Nr2f1_2	2	1500035N22Rik	passed_through
Nr2f1	Insig1	0.001334536	0.043816663	0.937093313	6.844021015	10.29413645	Excit_L6CT_CTX	Nr2f1_2	2	Insig1	passed_through
Nr2f1	Nom1	0.00149334	0.046584853	-2.764347662	5.389030944	10.08681476	Excit_L6CT_CTX	Nr2f1_2	2	Nom1	passed_through
Nr2f1	Grpel1	0.00046541	0.023539716	0.852565032	7.295772361	12.24939309	Excit_L6CT_CTX	Nr2f1_2	2	Grpel1	passed_through
Nr2f1	Tmem128	0.000965003	0.036392273	-0.948731383	6.867522248	10.89353811	Excit_L6CT_CTX	Nr2f1_2	2	Tmem128	passed_through
Nr2f1	Fbxl5	0.000825121	0.033502663	0.876977388	7.040967996	11.18385632	Excit_L6CT_CTX	Nr2f1_2	2	Fbxl5	passed_through
Nr2f1	Lap3	0.001575148	0.047492283	1.233099565	6.048031493	9.988570483	Excit_L6CT_CTX	Nr2f1_2	2	Lap3	passed_through
Nr2f1	9230114K14Rik	0.000106899	0.011837575	-9.273952265	3.366828044	15.01078126	Excit_L6CT_CTX	Nr2f1_2	2	9230114K14Rik	passed_through
Nr2f1	Nwd2	0.001350617	0.044225438	-3.57296627	4.875177545	10.27203596	Excit_L6CT_CTX	Nr2f1_2	2	Nwd2	passed_through
Nr2f1	Ephx4	0.001268772	0.042640408	0.968959519	6.910647907	10.38741463	Excit_L6CT_CTX	Nr2f1_2	2	Ephx4	passed_through
Nr2f1	Mn1	0.000168194	0.013843059	3.788611239	4.765607668	14.15673251	Excit_L6CT_CTX	Nr2f1_2	2	Mn1	passed_through
Nr2f1	Tfip11	0.001167171	0.04073866	2.359751569	5.444875081	10.54160303	Excit_L6CT_CTX	Nr2f1_2	2	Tfip11	passed_through
Nr2f1	Rnft2	3.71E-05	0.007329898	-2.475018185	5.468668915	17.01362101	Excit_L6CT_CTX	Nr2f1_2	2	Rnft2	passed_through
Nr2f1	Rsrc2	0.000354729	0.020775776	0.777558696	7.353695656	12.75674012	Excit_L6CT_CTX	Nr2f1_2	2	Rsrc2	passed_through
Nr2f1	Snrnp35	0.001519635	0.047051405	3.190698575	4.727975356	10.05465464	Excit_L6CT_CTX	Nr2f1_2	2	Snrnp35	passed_through
Nr2f1	Mmp17	0.000331791	0.019909094	-1.086191729	6.797487403	12.88181114	Excit_L6CT_CTX	Nr2f1_2	2	Mmp17	passed_through
Nr2f1	Vkorc1l1	0.000132262	0.012278286	0.939565037	7.002129219	14.60927855	Excit_L6CT_CTX	Nr2f1_2	2	Vkorc1l1	passed_through
Nr2f1	Cldn3	0.000727983	0.030730732	-6.742916754	3.785084436	11.41640736	Excit_L6CT_CTX	Nr2f1_2	2	Cldn3	passed_through
Nr2f1	Rhbdd2	0.000432992	0.02316302	-1.163399566	6.573132948	12.38415818	Excit_L6CT_CTX	Nr2f1_2	2	Rhbdd2	passed_through
Nr2f1	Zfp316	4.79E-06	0.002336145	8.462742437	4.679222943	20.91761593	Excit_L6CT_CTX	Nr2f1_2	2	Zfp316	passed_through
Nr2f1	Zkscan5	0.000213262	0.015937108	-7.350901493	4.249257544	13.71046919	Excit_L6CT_CTX	Nr2f1_2	2	Zkscan5	passed_through
Nr2f1	Wasf3	0.000764688	0.031899516	-1.252782116	6.173937617	11.32504308	Excit_L6CT_CTX	Nr2f1_2	2	Wasf3	passed_through
Nr2f1	Nxph1	0.000146975	0.013067878	1.531798509	6.292873175	14.41057359	Excit_L6CT_CTX	Nr2f1_2	2	Nxph1	passed_through
Nr2f1	Tspan12	3.01E-05	0.006662776	-19.90127208	3.840491004	17.41328721	Excit_L6CT_CTX	Nr2f1_2	2	Tspan12	passed_through
Nr2f1	Lrrc4	4.73E-05	0.00747916	-3.7415263	5.226522413	16.55423974	Excit_L6CT_CTX	Nr2f1_2	2	Lrrc4	passed_through
Nr2f1	AI854703	0.000244565	0.01668129	4.389917167	5.135623218	13.45338399	Excit_L6CT_CTX	Nr2f1_2	2	AI854703	passed_through
Nr2f1	Cycs	6.20E-05	0.008490893	4.093264163	5.276886398	16.04183652	Excit_L6CT_CTX	Nr2f1_2	2	Cycs	passed_through
Nr2f1	Plekha8	0.000931114	0.035778872	-5.720141068	4.201298396	10.95976901	Excit_L6CT_CTX	Nr2f1_2	2	Plekha8	passed_through
Nr2f1	Grid2	0.000424498	0.023035711	0.551448332	7.620898561	12.42115255	Excit_L6CT_CTX	Nr2f1_2	2	Grid2	passed_through
Nr2f1	Mogs	3.04E-06	0.001764928	3.228689938	5.757955401	21.78942296	Excit_L6CT_CTX	Nr2f1_2	2	Mogs	passed_through
Nr2f1	1700003E16Rik	0.001222837	0.041770719	-6.358404948	4.459499294	10.4555164	Excit_L6CT_CTX	Nr2f1_2	2	1700003E16Rik	passed_through
Nr2f1	Fbxo41	0.001177624	0.040751803	-1.468504718	6.22159633	10.52512616	Excit_L6CT_CTX	Nr2f1_2	2	Fbxo41	passed_through
Nr2f1	Alms1	3.99E-05	0.007329898	-7.430914442	4.402125547	16.87837739	Excit_L6CT_CTX	Nr2f1_2	2	Alms1	passed_through
Nr2f1	Tgfa	0.000418017	0.023035711	10.30025299	4.24848603	12.44988607	Excit_L6CT_CTX	Nr2f1_2	2	Tgfa	passed_through
Nr2f1	Fam136a	7.90E-06	0.002915286	-1.401337904	6.470698307	19.96242392	Excit_L6CT_CTX	Nr2f1_2	2	Fam136a	passed_through
Nr2f1	Mgll	0.001192384	0.041145699	-0.86181116	6.887656646	10.50210825	Excit_L6CT_CTX	Nr2f1_2	2	Mgll	passed_through
Nr2f1	Tpra1	6.42E-07	0.000710558	-7.669400626	5.218051138	24.78282612	Excit_L6CT_CTX	Nr2f1_2	2	Tpra1	passed_through
Nr2f1	Pdzrn3	9.98E-05	0.01141607	-8.169573189	4.301905208	15.14076485	Excit_L6CT_CTX	Nr2f1_2	2	Pdzrn3	passed_through
Nr2f1	Cntn4	0.000252969	0.01702438	-0.819561797	7.244465284	13.3900045	Excit_L6CT_CTX	Nr2f1_2	2	Cntn4	passed_through
Nr2f1	Zfp422	0.000327521	0.019750188	2.425236013	5.644749879	12.9060521	Excit_L6CT_CTX	Nr2f1_2	2	Zfp422	passed_through
Nr2f1	Iqsec3	0.000809215	0.033300854	3.393890703	5.107707447	11.21997603	Excit_L6CT_CTX	Nr2f1_2	2	Iqsec3	passed_through
Nr2f1	Acrbp	0.001401607	0.045119966	-10.08014975	3.911671226	10.20367916	Excit_L6CT_CTX	Nr2f1_2	2	Acrbp	passed_through
Nr2f1	Apold1	0.001380997	0.04473915	18.64258952	2.951379928	10.23100139	Excit_L6CT_CTX	Nr2f1_2	2	Apold1	passed_through
Nr2f1	Ptpro	4.33E-05	0.007421882	1.582558912	6.511830228	16.72269911	Excit_L6CT_CTX	Nr2f1_2	2	Ptpro	passed_through
Nr2f1	Mzf1	0.000564107	0.026462802	-3.649757023	4.731163216	11.89084061	Excit_L6CT_CTX	Nr2f1_2	2	Mzf1	passed_through
Nr2f1	Fbxo46	0.000164474	0.013724826	7.69072079	4.56181542	14.19881985	Excit_L6CT_CTX	Nr2f1_2	2	Fbxo46	passed_through
Nr2f1	Fam98c	0.000654584	0.029314285	2.340828127	5.642892412	11.61396708	Excit_L6CT_CTX	Nr2f1_2	2	Fam98c	passed_through
Nr2f1	Zfp260	0.00149916	0.046584853	1.370296203	6.651986691	10.07964821	Excit_L6CT_CTX	Nr2f1_2	2	Zfp260	passed_through
Nr2f1	Proser3	0.001555791	0.047377734	7.674755819	3.644739286	10.01134183	Excit_L6CT_CTX	Nr2f1_2	2	Proser3	passed_through
Nr2f1	Haus5	0.000433879	0.02316302	11.98924172	3.771363737	12.38033523	Excit_L6CT_CTX	Nr2f1_2	2	Haus5	passed_through
Nr2f1	Tmem143	0.000833586	0.033595558	6.572069739	4.479834284	11.16491951	Excit_L6CT_CTX	Nr2f1_2	2	Tmem143	passed_through
Nr2f1	Uevld	0.00159806	0.047827919	4.226465173	4.894080967	9.961981676	Excit_L6CT_CTX	Nr2f1_2	2	Uevld	passed_through
Nr2f1	Nell1	0.000436914	0.02316302	1.469375464	5.831130519	12.36732053	Excit_L6CT_CTX	Nr2f1_2	2	Nell1	passed_through
Nr2f1	Cyfip1	0.001032428	0.037993956	1.064882459	6.53370045	10.76848916	Excit_L6CT_CTX	Nr2f1_2	2	Cyfip1	passed_through
Nr2f1	Arrdc4	0.000244883	0.01668129	-1.189257051	6.352432304	13.45094578	Excit_L6CT_CTX	Nr2f1_2	2	Arrdc4	passed_through
Nr2f1	Acan	0.0004108	0.02287622	15.54689416	3.886766323	12.48241941	Excit_L6CT_CTX	Nr2f1_2	2	Acan	passed_through
Nr2f1	Hddc3	0.000877754	0.034775134	5.37912076	5.912863041	11.06916106	Excit_L6CT_CTX	Nr2f1_2	2	Hddc3	passed_through
Nr2f1	Gdpd5	9.90E-05	0.01141607	-3.530090074	5.238816685	15.1565101	Excit_L6CT_CTX	Nr2f1_2	2	Gdpd5	passed_through
Nr2f1	Ucp2	0.000192798	0.015054293	-11.16223197	3.987968264	13.90000676	Excit_L6CT_CTX	Nr2f1_2	2	Ucp2	passed_through
Nr2f1	Pgap2	0.000998812	0.037093081	-1.416669522	5.881413506	10.82976687	Excit_L6CT_CTX	Nr2f1_2	2	Pgap2	passed_through
Nr2f1	Dkk3	0.001104331	0.03979839	1.224301947	6.645754748	10.64392424	Excit_L6CT_CTX	Nr2f1_2	2	Dkk3	passed_through
Nr2f1	Spon1	0.000699335	0.030223205	2.519956273	5.692330262	11.49101243	Excit_L6CT_CTX	Nr2f1_2	2	Spon1	passed_through
Nr2f1	Tmc7	9.12E-05	0.010788438	-5.95235947	4.341353845	15.3101552	Excit_L6CT_CTX	Nr2f1_2	2	Tmc7	passed_through
Nr2f1	Gsg1l	0.001486743	0.046584853	1.094889042	6.201580689	10.09497335	Excit_L6CT_CTX	Nr2f1_2	2	Gsg1l	passed_through
Nr2f1	Ppp4c	0.000824119	0.033502663	-1.047235392	6.656037055	11.18611126	Excit_L6CT_CTX	Nr2f1_2	2	Ppp4c	passed_through
Nr2f1	Prrt2	0.000462361	0.023539716	11.21088928	3.652956683	12.26165599	Excit_L6CT_CTX	Nr2f1_2	2	Prrt2	passed_through
Nr2f1	Phkg2	6.47E-06	0.002628969	2.820149232	5.955282923	20.34246305	Excit_L6CT_CTX	Nr2f1_2	2	Phkg2	passed_through
Nr2f1	Zfp511	0.000110965	0.011893073	2.182392723	6.378593534	14.94032713	Excit_L6CT_CTX	Nr2f1_2	2	Zfp511	passed_through
Nr2f1	Rnh1	3.31E-05	0.007131974	-6.000068406	4.686697069	17.23350747	Excit_L6CT_CTX	Nr2f1_2	2	Rnh1	passed_through
Nr2f1	Gm20501	5.61E-05	0.008438846	-7.653236795	4.793361983	16.22942205	Excit_L6CT_CTX	Nr2f1_2	2	Gm20501	passed_through
Nr2f1	Dlgap2	0.000706604	0.030331464	-0.917019397	6.840616916	11.47179627	Excit_L6CT_CTX	Nr2f1_2	2	Dlgap2	passed_through
Nr2f1	Alg11	4.20E-07	0.000568521	10.6182215	4.876678604	25.59992729	Excit_L6CT_CTX	Nr2f1_2	2	Alg11	passed_through
Nr2f1	Fgfr1	7.44E-06	0.002831494	8.801206373	4.889424974	20.07703473	Excit_L6CT_CTX	Nr2f1_2	2	Fgfr1	passed_through
Nr2f1	Wrn	0.00123808	0.041891807	-3.785569525	4.222995443	10.43263494	Excit_L6CT_CTX	Nr2f1_2	2	Wrn	passed_through
Nr2f1	Npy1r	4.83E-05	0.007548197	-5.65265473	5.150917462	16.51234933	Excit_L6CT_CTX	Nr2f1_2	2	Npy1r	passed_through
Nr2f1	Gm16091	0.001333403	0.043816663	11.20955084	3.59633131	10.29570419	Excit_L6CT_CTX	Nr2f1_2	2	Gm16091	unresolved
Nr2f1	Slc10a7	0.001057653	0.038805051	-7.261131227	4.368593883	10.72381561	Excit_L6CT_CTX	Nr2f1_2	2	Slc10a7	passed_through
Nr2f1	Gm16183	0.000378673	0.021595028	-11.56978692	3.403915721	12.63459387	Excit_L6CT_CTX	Nr2f1_2	2	Gm16183	passed_through
Nr2f1	Calr	0.00012206	0.01205509	0.731685503	7.426475785	14.76059456	Excit_L6CT_CTX	Nr2f1_2	2	Calr	passed_through
Nr2f1	Phkb	0.000125412	0.01205509	-2.531092204	5.335765982	14.70950608	Excit_L6CT_CTX	Nr2f1_2	2	Phkb	passed_through
Nr2f1	Gm10638	0.001327384	0.043816663	10.34065613	3.560754171	10.30405237	Excit_L6CT_CTX	Nr2f1_2	2	Gm10638	passed_through
Nr2f1	Setd6	2.21E-05	0.005939205	-3.504075615	5.15080821	18.00253922	Excit_L6CT_CTX	Nr2f1_2	2	Setd6	passed_through
Nr2f1	Cdh8	0.000128569	0.012140337	2.440962816	5.700215975	14.66264253	Excit_L6CT_CTX	Nr2f1_2	2	Cdh8	passed_through
Nr2f1	Rrad	4.13E-06	0.002094428	14.94413016	4.164176051	21.20511709	Excit_L6CT_CTX	Nr2f1_2	2	Rrad	passed_through
Nr2f1	Carmil2	0.000471041	0.0237097	0.701798259	7.212648717	12.22695249	Excit_L6CT_CTX	Nr2f1_2	2	Carmil2	passed_through
Nr2f1	Tmem231	0.0008788	0.034775134	-8.157969937	3.902520718	11.06695158	Excit_L6CT_CTX	Nr2f1_2	2	Tmem231	passed_through
Nr2f1	Acta1	3.83E-05	0.007329898	2.352470709	6.135114557	16.9531149	Excit_L6CT_CTX	Nr2f1_2	2	Acta1	passed_through
Nr2f1	Gnpat	0.000678428	0.0298337	-1.738660457	5.844609091	11.54743391	Excit_L6CT_CTX	Nr2f1_2	2	Gnpat	passed_through
Nr2f1	Vstm5	0.000104978	0.01173157	-2.153313366	5.316312158	15.04499374	Excit_L6CT_CTX	Nr2f1_2	2	Vstm5	passed_through
Nr2f1	Barx2	2.98E-05	0.006662776	-6.478585577	4.811052266	17.42961376	Excit_L6CT_CTX	Nr2f1_2	2	Barx2	passed_through
Nr2f1	Gm48742	0.000304285	0.018910669	-8.245199096	3.889232196	13.04383339	Excit_L6CT_CTX	Nr2f1_2	2	Gm48742	passed_through
Nr2f1	Hinfp	0.00066862	0.029635633	10.41611709	4.205757922	11.57451009	Excit_L6CT_CTX	Nr2f1_2	2	Hinfp	passed_through
Nr2f1	Tmem25	6.83E-05	0.009169728	-6.073057741	4.736356275	15.85861184	Excit_L6CT_CTX	Nr2f1_2	2	Tmem25	passed_through
Nr2f1	Dixdc1	9.35E-05	0.010950418	-0.988982955	7.126277337	15.26375433	Excit_L6CT_CTX	Nr2f1_2	2	Dixdc1	passed_through
Nr2f1	Cryab	5.47E-06	0.00244196	-1.202850923	6.934372981	20.66360203	Excit_L6CT_CTX	Nr2f1_2	2	Cryab	passed_through
Nr2f1	AI593442	4.01E-05	0.007329898	-2.116374174	5.921934705	16.8648418	Excit_L6CT_CTX	Nr2f1_2	2	AI593442	passed_through
Nr2f1	Skic8	0.000564841	0.026462802	-0.97582359	6.739537123	11.88841711	Excit_L6CT_CTX	Nr2f1_2	2	Wdr61	passed_through
Nr2f1	Man2c1os	0.001533487	0.047051405	-7.032991062	3.844255139	10.03793853	Excit_L6CT_CTX	Nr2f1_2	2	Man2c1os	passed_through
Nr2f1	Gm17322	0.000125461	0.01205509	-6.123757071	4.38951287	14.7087768	Excit_L6CT_CTX	Nr2f1_2	2	Gm17322	passed_through
Nr2f1	Islr	0.000222539	0.016428779	9.336827146	3.99731906	13.63051287	Excit_L6CT_CTX	Nr2f1_2	2	Islr	passed_through
Nr2f1	Cln6	0.001305458	0.043329098	7.232147312	3.894576716	10.33479306	Excit_L6CT_CTX	Nr2f1_2	2	Cln6	passed_through
Nr2f1	Lca5	0.000313189	0.01917062	8.376092323	4.427473309	12.98982132	Excit_L6CT_CTX	Nr2f1_2	2	Lca5	passed_through
Nr2f1	Tpbg	0.000265433	0.017666983	-1.921127475	5.749589311	13.29981173	Excit_L6CT_CTX	Nr2f1_2	2	Tpbg	passed_through
Nr2f1	Ppp2r3a	0.000691478	0.030107933	-0.988005023	6.64026511	11.51201402	Excit_L6CT_CTX	Nr2f1_2	2	Ppp2r3a	passed_through
Nr2f1	Amotl2	0.000556998	0.026399988	-9.758532034	3.382403094	11.91446159	Excit_L6CT_CTX	Nr2f1_2	2	Amotl2	passed_through
Nr2f1	Pik3r4	0.000586212	0.027254388	2.807578133	5.205339409	11.81925818	Excit_L6CT_CTX	Nr2f1_2	2	Pik3r4	passed_through
Nr2f1	Gpx1	0.000372275	0.021491398	0.682138648	7.358269331	12.66645221	Excit_L6CT_CTX	Nr2f1_2	2	Gpx1	passed_through
Nr2f1	Elp6	0.000374519	0.021518961	-3.576841344	5.242718829	12.65521609	Excit_L6CT_CTX	Nr2f1_2	2	Elp6	passed_through
Nr2f1	Gm34425	0.001494607	0.046584853	-15.81716323	3.579176236	10.08525191	Excit_L6CT_CTX	Nr2f1_2	2	Gm34425	passed_through
Nr2f1	Tcaim	0.000638626	0.028724453	-6.018822389	4.290770309	11.65987581	Excit_L6CT_CTX	Nr2f1_2	2	Tcaim	passed_through
Nr2f1	Armt1	0.000194376	0.015080885	9.243406851	4.005629048	13.88468033	Excit_L6CT_CTX	Nr2f1_2	2	Armt1	passed_through
Nr2f1	Rspo3	0.000444873	0.02316302	1.945226972	5.732533379	12.3336179	Excit_L6CT_CTX	Nr2f1_2	2	Rspo3	passed_through
Nr2f1	Hint3	0.000239248	0.016653059	-1.888983419	5.761062634	13.4946198	Excit_L6CT_CTX	Nr2f1_2	2	Hint3	passed_through
Nr2f1	Traf3ip2	0.000260639	0.017444222	13.60774359	3.653452364	13.33398245	Excit_L6CT_CTX	Nr2f1_2	2	Traf3ip2	passed_through
Nr2f1	Smpd2	0.000437879	0.02316302	8.708827493	4.571658819	12.3632027	Excit_L6CT_CTX	Nr2f1_2	2	Smpd2	passed_through
Nr2f1	Hnrnph3	4.42E-11	5.39E-07	-1.484366412	7.070193082	43.41667557	Excit_L6CT_CTX	Nr2f1_2	2	Hnrnph3	passed_through
Nr2f1	Chchd10	0.001154691	0.040651127	1.075474494	7.116800815	10.56147384	Excit_L6CT_CTX	Nr2f1_2	2	Chchd10	passed_through
Nr2f1	Col6a2	0.000234284	0.01662147	-15.70169089	3.487161666	13.53396824	Excit_L6CT_CTX	Nr2f1_2	2	Col6a2	passed_through
Nr2f1	Nfyb	0.000123068	0.01205509	-1.291947817	6.374520759	14.74508017	Excit_L6CT_CTX	Nr2f1_2	2	Nfyb	passed_through
Nr2f1	Nuak1	5.03E-05	0.007762364	1.885348239	5.874377956	16.43515406	Excit_L6CT_CTX	Nr2f1_2	2	Nuak1	passed_through
Nr2f1	Ascl1	0.000172034	0.014064044	16.43069216	3.178305828	14.11427017	Excit_L6CT_CTX	Nr2f1_2	2	Ascl1	passed_through
Nr2f1	Ano4	4.11E-05	0.007329898	0.985230606	7.03546542	16.82099044	Excit_L6CT_CTX	Nr2f1_2	2	Ano4	passed_through
